accession,pangolin_lineage,mut_sum,stat_b,stat_s,stat_qs,H_A_A,H_A_C,H_A_G,H_A_T,H_C_A,H_C_C,H_C_G,H_C_T,H_G_A,H_G_C,H_G_G,H_G_T,H_T_A,H_T_C,H_T_G,H_T_T
OZ299708,AY.43.8,6.0,,5.499999999999998,,1051.0,0.0,0.0,0.0,1.0,659.0,2.0,0.0,2.0,0.0,644.0,0.0,0.0,0.0,1.0,1177.0
OZ299709,AY.43,7.0,,4.2727272727272725,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ299710,AY.122,8.0,,4.769230769230767,,1122.0,0.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ299711,AY.121,7.0,,4.578947368421053,,1054.0,0.0,1.0,0.0,1.0,670.0,2.0,1.0,1.0,0.0,651.0,0.0,0.0,0.0,1.0,1160.0
OZ299712,AY.122,5.0,,4.600000000000006,,867.0,0.0,0.0,0.0,1.0,525.0,1.0,0.0,2.0,0.0,533.0,0.0,0.0,0.0,1.0,917.0
OZ299713,AY.121,6.0,,3.6000000000000014,,762.0,0.0,0.0,0.0,1.0,472.0,1.0,0.0,2.0,0.0,486.0,1.0,0.0,0.0,1.0,849.0
OZ299714,AY.98.1.1,10.0,,2.666666666666667,,1122.0,0.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,699.0,1.0,0.0,1.0,1.0,1267.0
OZ299718,B.1.617.2,7.0,,4.578947368421053,,1054.0,0.0,1.0,0.0,1.0,669.0,2.0,1.0,1.0,0.0,651.0,0.0,0.0,0.0,1.0,1160.0
OZ299719,AY.46.6,7.0,,4.2727272727272725,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ299720,AY.126,7.0,,2.333333333333335,,962.0,1.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ299722,B.1.617.2,9.0,,4.575757575757576,,1121.0,0.0,2.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ299723,B.1.617.2,4.0,,3.6666666666666656,,750.0,0.0,1.0,0.0,1.0,479.0,1.0,0.0,0.0,0.0,468.0,0.0,0.0,0.0,1.0,817.0
OZ299724,AY.122,7.0,,4.578947368421053,,1054.0,0.0,1.0,0.0,1.0,670.0,2.0,1.0,1.0,0.0,651.0,0.0,0.0,0.0,1.0,1160.0
OZ299726,AY.121,8.0,,3.3750000000000027,,907.0,0.0,0.0,0.0,1.0,568.0,1.0,1.0,2.0,0.0,575.0,1.0,0.0,1.0,1.0,1044.0
OZ299730,AY.121,8.0,,5.466666666666663,,963.0,0.0,1.0,0.0,1.0,624.0,2.0,2.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ299731,AY.121.1,8.0,,5.466666666666663,,1054.0,0.0,1.0,0.0,1.0,669.0,2.0,2.0,1.0,0.0,650.0,0.0,0.0,0.0,1.0,1160.0
OZ299733,AY.122,7.0,,4.2727272727272725,,1006.0,0.0,1.0,0.0,1.0,655.0,2.0,0.0,2.0,0.0,656.0,0.0,0.0,0.0,1.0,1171.0
OZ299734,AY.122,10.0,,2.9655172413793105,,1054.0,0.0,1.0,0.0,1.0,669.0,2.0,2.0,1.0,0.0,650.0,1.0,0.0,1.0,1.0,1159.0
OZ299735,AY.43,8.0,,1.866666666666667,,1054.0,0.0,1.0,0.0,1.0,671.0,2.0,0.0,1.0,0.0,650.0,1.0,0.0,1.0,1.0,1159.0
OZ299738,AY.43,3.0,,3.0,,756.0,0.0,1.0,0.0,1.0,468.0,0.0,0.0,0.0,0.0,465.0,0.0,0.0,0.0,1.0,819.0
OZ299739,AY.4,7.0,,2.333333333333334,,992.0,1.0,0.0,0.0,1.0,615.0,2.0,0.0,2.0,0.0,604.0,0.0,0.0,0.0,1.0,1088.0
OZ299740,AY.121,8.0,,5.466666666666663,,963.0,0.0,1.0,0.0,1.0,624.0,2.0,2.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ299741,AY.4,6.0,,3.600000000000002,,883.0,0.0,1.0,0.0,1.0,571.0,2.0,0.0,0.0,0.0,544.0,1.0,0.0,0.0,1.0,973.0
OZ299743,AY.121.1,10.0,,5.2666666666666675,,1005.0,0.0,1.0,0.0,1.0,653.0,2.0,2.0,2.0,0.0,654.0,1.0,0.0,0.0,1.0,1169.0
OZ299744,AY.122,7.0,,4.2727272727272725,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ299745,AY.121,7.0,,6.263157894736843,,883.0,0.0,1.0,0.0,1.0,569.0,2.0,2.0,0.0,0.0,545.0,0.0,0.0,0.0,1.0,973.0
OZ299747,AY.121,8.0,,4.0,,1054.0,0.0,1.0,0.0,1.0,670.0,2.0,1.0,1.0,0.0,651.0,0.0,0.0,1.0,1.0,1159.0
OZ299748,AY.43,8.0,,2.600000000000002,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,1.0,699.0,0.0,0.0,0.0,1.0,1268.0
OZ299749,B.1.617.2,8.0,,4.769230769230767,,948.0,0.0,1.0,0.0,1.0,610.0,2.0,1.0,2.0,0.0,616.0,0.0,0.0,0.0,1.0,1082.0
OZ299750,AY.122,8.0,,4.769230769230767,,1122.0,0.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ299752,AY.122,7.0,,4.2727272727272725,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ299753,B.1.617.2,3.0,,3.0,,756.0,0.0,1.0,0.0,1.0,468.0,0.0,0.0,0.0,0.0,465.0,0.0,0.0,0.0,1.0,819.0
OZ299754,AY.43,7.0,,4.2727272727272725,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ299755,AY.119,9.0,,5.634146341463415,,1122.0,0.0,1.0,0.0,1.0,717.0,2.0,2.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ299758,AY.122,7.0,,4.2727272727272725,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ299759,AY.122,7.0,,4.2727272727272725,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ299760,AY.4.2,8.0,,5.466666666666663,,1054.0,0.0,1.0,0.0,1.0,669.0,2.0,2.0,1.0,0.0,651.0,0.0,0.0,0.0,1.0,1160.0
OZ299761,AY.43,8.0,,4.769230769230767,,1122.0,0.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ299762,AY.4,8.0,,4.769230769230767,,1122.0,0.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ299763,AY.121.1,10.0,,5.2666666666666675,,1006.0,0.0,1.0,0.0,1.0,653.0,2.0,2.0,2.0,0.0,655.0,1.0,0.0,0.0,1.0,1171.0
OZ299764,B.1.617.2,7.0,,4.27272727272727,,1053.0,0.0,2.0,0.0,1.0,671.0,2.0,0.0,1.0,0.0,651.0,0.0,0.0,0.0,1.0,1160.0
OZ299765,AY.43,5.0,,4.999999999999999,,684.0,0.0,1.0,0.0,1.0,425.0,0.0,2.0,0.0,0.0,410.0,0.0,0.0,0.0,1.0,738.0
OZ299766,AY.43,8.0,,2.600000000000002,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,1.0,699.0,0.0,0.0,0.0,1.0,1268.0
OZ299767,AY.122,7.0,,4.2727272727272725,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ299768,B.1.617.2,6.0,,4.000000000000001,,1054.0,0.0,1.0,0.0,1.0,671.0,2.0,0.0,1.0,0.0,651.0,0.0,0.0,0.0,1.0,1160.0
OZ299769,AY.4,6.0,,5.499999999999998,,993.0,0.0,0.0,0.0,1.0,615.0,2.0,0.0,2.0,0.0,604.0,0.0,0.0,0.0,1.0,1088.0
OZ299772,AY.43.8,8.0,,4.923076923076925,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,700.0,0.0,0.0,1.0,1.0,1267.0
OZ299773,B.1.617.2,6.0,,4.000000000000001,,1053.0,0.0,1.0,0.0,1.0,669.0,2.0,0.0,1.0,0.0,651.0,0.0,0.0,0.0,1.0,1160.0
OZ299775,AY.122,7.0,,4.2727272727272725,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ299776,B.1.617.2,8.0,,4.769230769230767,,948.0,0.0,1.0,0.0,1.0,610.0,2.0,1.0,2.0,0.0,616.0,0.0,0.0,0.0,1.0,1082.0
OZ299777,AY.121,10.0,,2.666666666666667,,1006.0,0.0,1.0,0.0,1.0,654.0,2.0,1.0,2.0,0.0,655.0,1.0,0.0,1.0,1.0,1170.0
OZ299778,B.1.617.2,3.0,,3.0,,756.0,0.0,1.0,0.0,1.0,468.0,0.0,0.0,0.0,0.0,465.0,0.0,0.0,0.0,1.0,819.0
OZ299779,AY.6,6.0,,4.000000000000001,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ299780,AY.122,7.0,,4.2727272727272725,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ299781,AY.122,6.0,,4.000000000000001,,1054.0,0.0,1.0,0.0,1.0,671.0,2.0,0.0,1.0,0.0,651.0,0.0,0.0,0.0,1.0,1160.0
OZ299783,AY.125,8.0,,4.769230769230767,,1122.0,0.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ299784,AY.4,8.0,,4.769230769230767,,977.0,0.0,1.0,0.0,1.0,621.0,2.0,1.0,2.0,0.0,611.0,0.0,0.0,0.0,1.0,1072.0
OZ299785,AY.43,4.0,,2.000000000000001,,836.0,0.0,1.0,0.0,1.0,523.0,0.0,0.0,1.0,0.0,517.0,0.0,0.0,0.0,1.0,902.0
OZ299786,B.1.617.2,10.0,,6.153846153846158,,1005.0,0.0,1.0,0.0,1.0,653.0,2.0,2.0,3.0,0.0,654.0,0.0,0.0,0.0,1.0,1169.0
OZ299788,AY.46.6,3.0,,3.0,,756.0,0.0,1.0,0.0,1.0,468.0,0.0,0.0,0.0,0.0,465.0,0.0,0.0,0.0,1.0,819.0
OZ299789,AY.43,7.0,,4.2727272727272725,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ299791,B.1.617.2,7.0,,4.499999999999997,,993.0,0.0,0.0,0.0,1.0,615.0,2.0,0.0,2.0,0.0,603.0,1.0,0.0,0.0,1.0,1088.0
OZ299792,AY.14,9.0,,4.268292682926829,,1122.0,0.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,700.0,0.0,0.0,1.0,1.0,1267.0
OZ299793,AY.127,9.0,,5.634146341463415,,1122.0,0.0,1.0,0.0,1.0,717.0,2.0,2.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ299794,AY.43,7.0,,2.2857142857142865,,1025.0,0.0,1.0,0.0,1.0,638.0,1.0,0.0,2.0,0.0,637.0,1.0,0.0,0.0,1.0,1116.0
OZ299796,AY.14,9.0,,4.268292682926829,,1122.0,0.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,700.0,0.0,0.0,1.0,1.0,1267.0
OZ299797,B.1.617.2,7.0,,4.578947368421053,,1054.0,0.0,1.0,0.0,1.0,670.0,2.0,1.0,1.0,0.0,651.0,0.0,0.0,0.0,1.0,1160.0
OZ299799,B.1.617.2,4.0,,3.6666666666666656,,793.0,0.0,1.0,0.0,1.0,504.0,1.0,0.0,0.0,0.0,484.0,0.0,0.0,0.0,1.0,880.0
OZ299801,AY.126,10.0,,1.8620689655172415,,1121.0,1.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,700.0,0.0,0.0,1.0,1.0,1267.0
OZ299805,AY.4.2,8.0,,5.466666666666663,,1054.0,0.0,1.0,0.0,1.0,669.0,2.0,2.0,1.0,0.0,651.0,0.0,0.0,0.0,1.0,1160.0
OZ299809,AY.4.2,11.0,,1.9113924050632902,,1121.0,1.0,1.0,0.0,1.0,717.0,2.0,2.0,2.0,0.0,700.0,0.0,0.0,1.0,1.0,1267.0
OZ299812,B.1.617.2,7.0,,4.2727272727272725,,977.0,0.0,1.0,0.0,1.0,622.0,2.0,0.0,2.0,0.0,610.0,0.0,0.0,0.0,1.0,1072.0
OZ299813,AY.127,9.0,,5.634146341463415,,1122.0,0.0,1.0,0.0,1.0,717.0,2.0,2.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ299814,AY.121,7.0,,4.578947368421053,,963.0,0.0,1.0,0.0,1.0,625.0,2.0,0.0,1.0,0.0,597.0,0.0,0.0,1.0,1.0,1055.0
OZ299817,AY.4,9.0,,5.634146341463415,,1122.0,0.0,1.0,0.0,1.0,717.0,2.0,2.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ299818,AY.9.2,5.0,,4.999999999999999,,756.0,0.0,1.0,0.0,1.0,466.0,0.0,2.0,0.0,0.0,465.0,0.0,0.0,0.0,1.0,819.0
OZ299819,AY.122,4.0,,1.9999999999999996,,683.0,1.0,1.0,0.0,1.0,427.0,0.0,0.0,0.0,0.0,410.0,0.0,0.0,0.0,1.0,738.0
OZ299820,AY.14,9.0,,4.268292682926829,,1122.0,0.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,700.0,0.0,0.0,1.0,1.0,1267.0
OZ299821,AY.126,10.0,,1.8620689655172415,,1121.0,1.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,700.0,0.0,0.0,1.0,1.0,1267.0
OZ299823,AY.43,6.0,,5.499999999999998,,1051.0,0.0,0.0,0.0,1.0,659.0,2.0,0.0,2.0,0.0,644.0,0.0,0.0,0.0,1.0,1177.0
OZ299824,AY.122,7.0,,4.2727272727272725,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ299825,AY.122,7.0,,4.2727272727272725,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ299826,AY.122,9.0,,4.2682926829268295,,1054.0,0.0,1.0,0.0,1.0,669.0,2.0,2.0,1.0,0.0,651.0,0.0,0.0,1.0,1.0,1159.0
OZ299830,AY.103,8.0,,5.272727272727273,,932.0,0.0,1.0,0.0,1.0,606.0,2.0,2.0,2.0,0.0,607.0,0.0,0.0,0.0,0.0,1077.0
OZ299839,AY.36.1,8.0,,3.3333333333333357,,1054.0,0.0,1.0,0.0,1.0,671.0,2.0,0.0,1.0,0.0,649.0,2.0,0.0,0.0,1.0,1160.0
OZ299842,AY.122,8.0,,2.600000000000002,,1037.0,0.0,1.0,0.0,1.0,660.0,2.0,0.0,2.0,1.0,638.0,0.0,0.0,0.0,1.0,1180.0
OZ299844,AY.122,7.0,,4.2727272727272725,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ299845,AY.122,8.0,,4.769230769230767,,1121.0,0.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,697.0,0.0,0.0,0.0,1.0,1266.0
OZ299846,AY.46.6,3.0,,3.0,,684.0,0.0,1.0,0.0,1.0,427.0,0.0,0.0,0.0,0.0,410.0,0.0,0.0,0.0,1.0,738.0
OZ299847,AY.43.8,9.0,,5.634146341463415,,1122.0,0.0,1.0,0.0,1.0,717.0,2.0,2.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ299848,B.1.617.2,6.0,,4.000000000000001,,1054.0,0.0,1.0,0.0,1.0,671.0,2.0,0.0,1.0,0.0,651.0,0.0,0.0,0.0,1.0,1160.0
OZ299849,AY.42,9.0,,5.634146341463415,,1122.0,0.0,1.0,0.0,1.0,717.0,2.0,2.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ299850,B.1.617.2,5.0,,1.4000000000000001,,835.0,0.0,1.0,1.0,1.0,523.0,0.0,0.0,1.0,0.0,517.0,0.0,0.0,0.0,1.0,902.0
OZ299854,AY.121,3.0,,3.0,,756.0,0.0,1.0,0.0,1.0,468.0,0.0,0.0,0.0,0.0,465.0,0.0,0.0,0.0,1.0,819.0
OZ299855,AY.129,8.0,,4.769230769230767,,1122.0,0.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ299856,AY.121,10.0,,2.666666666666667,,1006.0,0.0,1.0,0.0,1.0,654.0,2.0,1.0,2.0,0.0,655.0,1.0,0.0,1.0,1.0,1170.0
OZ297699,AY.46.6,4.0,,3.6666666666666656,,750.0,0.0,1.0,0.0,1.0,479.0,1.0,0.0,0.0,0.0,468.0,0.0,0.0,0.0,1.0,817.0
OZ297703,AY.41,9.0,,3.9999999999999982,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,594.0,3.0,0.0,0.0,1.0,1056.0
OZ297704,B.1.617.2,4.0,,3.6666666666666656,,846.0,0.0,1.0,0.0,1.0,535.0,1.0,0.0,0.0,0.0,526.0,0.0,0.0,0.0,1.0,912.0
OZ297707,AY.43.8,5.0,,3.0000000000000018,,786.0,0.0,1.0,0.0,1.0,507.0,1.0,0.0,1.0,0.0,484.0,0.0,0.0,0.0,1.0,839.0
OZ297712,AY.42,6.0,,4.000000000000001,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ297716,AY.127,6.0,,4.000000000000001,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ297717,AY.43,6.0,,4.000000000000001,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ297730,AY.72,6.0,,5.0,,892.0,0.0,0.0,0.0,1.0,563.0,2.0,1.0,1.0,0.0,543.0,0.0,0.0,0.0,1.0,967.0
OZ297735,AY.127,6.0,,4.000000000000001,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ297737,AY.126,7.0,,3.000000000000001,,882.0,1.0,1.0,0.0,1.0,571.0,2.0,0.0,0.0,0.0,544.0,1.0,0.0,0.0,1.0,973.0
OZ297753,AY.46.6,3.0,,3.0,,756.0,0.0,1.0,0.0,1.0,468.0,0.0,0.0,0.0,0.0,465.0,0.0,0.0,0.0,1.0,819.0
OZ297754,AY.127,6.0,,4.000000000000001,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ297756,AY.42,6.0,,4.000000000000001,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ297818,AY.121,9.0,,5.0,,963.0,0.0,1.0,0.0,1.0,624.0,2.0,2.0,1.0,0.0,596.0,1.0,0.0,0.0,1.0,1056.0
OZ297819,AY.5.4,7.0,,2.9999999999999982,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,596.0,1.0,0.0,0.0,1.0,1056.0
OZ297820,AY.43,7.0,,2.0909090909090917,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,1.0,596.0,0.0,0.0,0.0,1.0,1056.0
OZ297824,B.1.617.2,8.0,,4.000000000000001,,963.0,0.0,1.0,0.0,1.0,625.0,2.0,1.0,1.0,0.0,596.0,1.0,0.0,0.0,1.0,1056.0
OZ297825,AY.4,6.0,,4.000000000000001,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ297826,AY.4,6.0,,4.000000000000001,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ297827,AY.34.1,9.0,,2.7435897435897427,,1033.0,0.0,1.0,0.0,1.0,663.0,2.0,2.0,1.0,1.0,639.0,0.0,0.0,0.0,1.0,1145.0
OZ297829,B.1.617.2,6.0,,4.000000000000001,,963.0,0.0,1.0,0.0,1.0,625.0,2.0,0.0,1.0,0.0,596.0,0.0,0.0,0.0,1.0,1056.0
OZ297830,AY.34.1,10.0,,2.849056603773585,,962.0,0.0,2.0,0.0,1.0,624.0,2.0,2.0,1.0,1.0,596.0,0.0,0.0,0.0,1.0,1056.0
OZ297831,B.1.617.2,6.0,,4.000000000000001,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ297832,AY.5.4,7.0,,2.9999999999999982,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,596.0,1.0,0.0,0.0,1.0,1056.0
OZ297837,B.1.617.2,8.0,,4.000000000000001,,963.0,0.0,1.0,0.0,1.0,625.0,2.0,1.0,1.0,0.0,596.0,1.0,0.0,0.0,1.0,1056.0
OZ297839,AY.23,8.0,,4.000000000000001,,891.0,0.0,1.0,0.0,1.0,584.0,2.0,1.0,1.0,0.0,541.0,1.0,0.0,0.0,1.0,975.0
OZ297840,AY.125,6.0,,4.000000000000001,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ297842,AY.4,6.0,,5.0,,892.0,0.0,0.0,0.0,1.0,563.0,2.0,1.0,1.0,0.0,543.0,0.0,0.0,0.0,1.0,967.0
OZ297846,AY.4,5.0,,3.0000000000000018,,786.0,0.0,1.0,0.0,1.0,507.0,1.0,0.0,1.0,0.0,484.0,0.0,0.0,0.0,1.0,839.0
OZ297847,B.1.617.2,5.0,,3.0000000000000018,,786.0,0.0,1.0,0.0,1.0,507.0,1.0,0.0,1.0,0.0,484.0,0.0,0.0,0.0,1.0,839.0
OZ297848,AY.5.5,9.0,,1.1463414634146347,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,595.0,2.0,0.0,1.0,1.0,1055.0
OZ297851,AY.33,11.0,,6.265822784810128,,962.0,0.0,2.0,0.0,1.0,623.0,2.0,3.0,1.0,0.0,596.0,1.0,0.0,0.0,1.0,1056.0
OZ297852,AY.4,6.0,,4.000000000000001,,1054.0,0.0,1.0,0.0,1.0,671.0,2.0,0.0,1.0,0.0,651.0,0.0,0.0,0.0,1.0,1160.0
OZ297855,AY.4,6.0,,4.000000000000001,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ297856,AY.110,6.0,,4.000000000000001,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ297859,AY.33,8.0,,4.92307692307692,,962.0,0.0,2.0,0.0,1.0,625.0,2.0,1.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ297862,AY.98.1,6.0,,4.846153846153846,,715.0,0.0,0.0,0.0,1.0,443.0,1.0,2.0,1.0,0.0,430.0,0.0,0.0,0.0,1.0,750.0
OZ297863,AY.4,6.0,,4.000000000000001,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ297864,B.1.617.2,6.0,,4.000000000000001,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ297866,AY.4,5.0,,4.600000000000002,,883.0,0.0,1.0,0.0,1.0,571.0,2.0,0.0,0.0,0.0,545.0,0.0,0.0,0.0,1.0,973.0
OZ297867,AY.4,6.0,,4.000000000000001,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ297869,AY.112,7.0,,4.578947368421053,,948.0,0.0,1.0,0.0,1.0,617.0,2.0,1.0,1.0,0.0,591.0,0.0,0.0,0.0,1.0,1048.0
OZ297873,AY.43,6.0,,4.000000000000001,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ297879,AY.112,7.0,,4.578947368421053,,948.0,0.0,1.0,0.0,1.0,617.0,2.0,1.0,1.0,0.0,591.0,0.0,0.0,0.0,1.0,1048.0
OZ297881,AY.4,6.0,,4.000000000000001,,963.0,0.0,1.0,0.0,1.0,625.0,2.0,0.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ297882,AY.46.6,6.0,,4.000000000000001,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ297883,AY.129,6.0,,4.000000000000001,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ297885,AY.112,7.0,,4.578947368421053,,948.0,0.0,1.0,0.0,1.0,617.0,2.0,1.0,1.0,0.0,591.0,0.0,0.0,0.0,1.0,1048.0
OZ297886,AY.4,6.0,,4.000000000000001,,963.0,0.0,1.0,0.0,1.0,625.0,2.0,0.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ297889,B.1.617.2,3.0,,3.0,,756.0,0.0,1.0,0.0,1.0,468.0,0.0,0.0,0.0,0.0,465.0,0.0,0.0,0.0,1.0,819.0
OZ297891,AY.34.1,9.0,,2.7435897435897427,,963.0,0.0,1.0,0.0,1.0,624.0,2.0,2.0,1.0,1.0,596.0,0.0,0.0,0.0,1.0,1056.0
OZ297892,AY.41,9.0,,3.9999999999999982,,739.0,0.0,1.0,0.0,1.0,482.0,2.0,0.0,1.0,0.0,449.0,3.0,0.0,0.0,1.0,814.0
OZ297893,AY.34.1,9.0,,2.7435897435897427,,1054.0,0.0,1.0,0.0,1.0,669.0,2.0,2.0,1.0,1.0,650.0,0.0,0.0,0.0,1.0,1160.0
OZ297896,AY.43,6.0,,4.000000000000001,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ297897,B.1.617.2,8.0,,4.000000000000001,,963.0,0.0,1.0,0.0,1.0,625.0,2.0,1.0,1.0,0.0,596.0,1.0,0.0,0.0,1.0,1056.0
OZ297901,AY.129,8.0,,4.923076923076925,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,2.0,0.0,596.0,0.0,0.0,1.0,1.0,1055.0
